UserID Group IGT
1180 Control 20.153596
1189 Control 13.944462
1694 Variant 28.660858
796 Control 23.231856
653 Control 20.913406
952 Control 16.871533
215 Control 17.133629
800 Control 20.48143
2190 Variant 15.431545
27 Control 8.558424
117 Control 17.854657
2462 Variant 30.749655
1323 Control 11.803549
2259 Variant 16.582562
1977 Variant 10.928991
380 Control 24.631509
1383 Control 18.585258
1300 Control 17.974884
453 Control 16.380671
2411 Variant 24.482539
339 Control 19.321777
1946 Variant 25.380096
1612 Variant 19.018506
23 Control 30.145361
1123 Control 17.783757
1874 Variant 16.518391
2420 Variant 11.025842
940 Control 26.29523
311 Control 14.016886
980 Control 25.052705
2597 Variant 23.897583
2526 Variant 13.795139
2340 Variant 30.096515
2286 Variant 18.270886
841 Control 17.720322
1227 Control 20.800621
2184 Variant 18.863969
822 Control 23.773301
352 Control 18.982366
1789 Variant 17.030632
1293 Control 27.384535
2563 Variant 22.444577
62 Control 19.501947
2142 Variant 25.350372
436 Control 22.849867
2069 Variant 23.888437
2248 Variant 24.49818
1443 Control 23.960602
2295 Variant 29.872639
2406 Variant 11.355335
1045 Control 15.549162
324 Control 22.980703
1514 Variant 6.415144
1891 Variant 21.728033
1814 Variant 13.821638
2421 Variant 26.62716
2521 Variant 23.417471
1288 Control 24.666195
2328 Variant 19.50207
109 Control 17.709366
327 Control 25.855005
396 Control 20.19209
203 Control 13.281857
806 Control 17.82967
1738 Variant 19.727878
1251 Control 18.160439
416 Control 18.143439
2006 Variant 28.311501
693 Control 14.12641
1417 Control 20.077346
1724 Variant 24.187141
2366 Variant 14.546322
523 Control 16.087086
2556 Variant 22.427842
1096 Control 18.398609
872 Control 16.373765
2027 Variant 12.956617
2035 Variant 11.52933
1838 Variant 19.060268
2173 Variant 8.41414
1157 Control 12.275633
2018 Variant 18.821083
715 Control 24.455924
2230 Variant 23.984292
603 Control 11.095925
734 Control 25.253403
1697 Variant 23.997801
725 Control 13.78634
888 Control 11.296902
411 Control 26.561309
419 Control 6.192413
1561 Variant 22.716068
68 Control 18.499031
435 Control 15.969245
1399 Control 23.512605
2100 Variant 28.019125
1087 Control 12.59798
1630 Variant 32.699893
505 Control 22.490998
977 Control 20.237838
698 Control 21.880801
1896 Variant 11.564068
395 Control 24.864464
2121 Variant 20.743187
1026 Control 18.145571
1998 Variant 18.958477
1391 Control 20.614449
1640 Variant 16.027232
1487 Control 20.987548
791 Control 25.081436
1328 Control 12.117347
592 Control 18.144426
1947 Variant 26.010144
689 Control 16.610703
1924 Variant 18.010127
2317 Variant 27.072412
496 Control 25.692783
84 Control 19.019863
1138 Control 16.820942
994 Control 16.680411
984 Control 22.963399
553 Control 15.84619
1003 Control 20.434256
1867 Variant 24.599291
2464 Variant 18.766219
731 Control 9.926763
1805 Variant 17.741669
363 Control 21.147399
2256 Variant 24.713144
2553 Variant 25.253681
2191 Variant 17.237668
2011 Variant 18.399521
1100 Control 27.703285
1710 Variant 22.4696
1104 Control 23.64968
1359 Control 13.942905
1734 Variant 22.04674
2470 Variant 27.826432
161 Control 22.058984
196 Control 10.446256
249 Control 12.992877
1353 Control 20.121714
2116 Variant 23.885889
2365 Variant 29.981255
883 Control 21.475913
1730 Variant 20.362547
1501 Variant 17.103336
826 Control 24.281094
39 Control 18.352931
410 Control 24.967714
514 Control 27.998162
1732 Variant 8.320805
1042 Control 17.420199
676 Control 20.243851
1532 Variant 19.704058
186 Control 13.150701
1171 Control 4.616396
856 Control 10.373167
204 Control 18.191658
2104 Variant 24.472281
1386 Control 23.880371
1760 Variant 28.322094
554 Control 14.350472
2323 Variant 15.606706
45 Control 10.984507
450 Control 16.994587
28 Control 25.246983
292 Control 26.410463
2001 Variant 23.553659
1283 Control 22.428741
2236 Variant 24.1777
191 Control 16.254671
2105 Variant 25.479059
343 Control 16.769113
1707 Variant 26.594386
1217 Control 12.530089
1665 Variant 9.84939
518 Control 14.663773
777 Control 19.626919
1646 Variant 11.678888
656 Control 23.532767
559 Control 21.459922
1369 Control 18.389751
1477 Control 22.833053
1963 Variant 27.625197
1496 Control 23.463515
1060 Control 18.799233
1592 Variant 20.356412
386 Control 19.652032
1563 Variant 33.322854
19 Control 12.367377
557 Control 10.2901
2160 Variant 26.474657
1498 Control 30.380161
1845 Variant 19.750176
2423 Variant 26.186024
342 Control 12.925271
1439 Control 15.779017
1945 Variant 17.832645
703 Control 11.515065
390 Control 20.796788
127 Control 21.81095
1821 Variant 18.047063
609 Control 28.292124
1453 Control 17.903468
809 Control 21.15713
2578 Variant 21.448759
1693 Variant 17.196827
2593 Variant 21.976881
1393 Control 30.937587
1620 Variant 14.628584
1883 Variant 22.635191
91 Control 23.383145
889 Control 22.474405
1981 Variant 14.658398
641 Control 24.421388
40 Control 24.203666
1269 Control 23.953993
253 Control 22.192524
182 Control 21.503402
2548 Variant 21.679129
404 Control 20.69455
2453 Variant 21.537823
2112 Variant 16.196609
1615 Variant 6.321744
1061 Control 23.54095
1541 Variant 14.773781
2126 Variant 13.282557
805 Control 20.256656
904 Control 23.91372
1881 Variant 8.923768
949 Control 19.353889
1018 Control 26.518892
2485 Variant 19.054231
1204 Control 20.809626
2049 Variant 16.972642
1147 Control 16.00732
2580 Variant 22.623217
1446 Control 28.150919
132 Control 17.395138
371 Control 12.017211
1537 Variant 24.355545
1713 Variant 17.445607
1832 Variant 10.480788
328 Control 23.876645
833 Control 19.011871
1657 Variant 7.439547
2502 Variant 22.999733
2532 Variant 22.7941
141 Control 22.480627
490 Control 16.924707
2113 Variant 7.590425
556 Control 22.845266
2198 Variant 20.119484
1454 Control 20.47719
1258 Control 16.569826
167 Control 22.914852
1890 Variant 18.218826
1591 Variant 26.602137
664 Control 18.688365
646 Control 21.782143
2000 Variant 20.046642
1797 Variant 12.066612
295 Control 25.131857
1736 Variant 3.983384
1909 Variant 15.915727
867 Control 14.168363
2294 Variant 30.215339
2223 Variant 18.231215
361 Control 25.026742
2392 Variant 29.17937
549 Control 19.094758
744 Control 8.652478
1482 Control 19.190236
722 Control 10.427299
1868 Variant 29.192115
164 Control 22.381689
1920 Variant 25.320053
702 Control 25.719067
1605 Variant 20.368686
2475 Variant 25.51938
2177 Variant 17.946418
323 Control 14.204065
1761 Variant 22.38914
1540 Variant 17.097897
1722 Variant 16.633292
1692 Variant 26.579929
908 Control 12.549631
2364 Variant 21.862967
206 Control 21.50057
1192 Control 16.75801
2437 Variant 26.404586
926 Control 15.111005
2586 Variant 16.280219
269 Control 23.195566
1169 Control 12.657234
1160 Control 22.765599
1089 Control 24.863683
415 Control 24.244583
1928 Variant 25.223168
2382 Variant 16.198432
315 Control 16.927604
1076 Control 8.24037
2574 Variant 22.25007
602 Control 10.653599
774 Control 12.621937
2270 Variant 13.440614
208 Control 17.781781
1898 Variant 14.679415
88 Control 27.647898
532 Control 15.280858
1996 Variant 32.38339
658 Control 29.782602
2463 Variant 31.803789
270 Control 19.935028
2235 Variant 14.0653
1352 Control 18.656028
1992 Variant 14.216976
1575 Variant 16.226173
968 Control 23.218061
238 Control 17.372851
1378 Control 13.82254
96 Control 31.299735
336 Control 21.953634
1509 Variant 16.704615
2551 Variant 27.184286
61 Control 10.468151
746 Control 22.109981
1303 Control 20.68247
789 Control 22.246437
365 Control 16.066972
1092 Control 23.096936
1110 Control 25.165571
2394 Variant 22.260151
1330 Control 26.556609
1382 Control 18.311318
982 Control 18.309333
1647 Variant 15.7513
583 Control 24.493546
446 Control 23.924283
374 Control 19.915852
846 Control 29.470681
77 Control 23.675133
2349 Variant 21.927138
316 Control 34.305336
924 Control 16.344085
289 Control 24.428604
1480 Control 12.919225
1552 Variant 15.990313
348 Control 28.297806
2164 Variant 25.761836
920 Control 23.849816
174 Control 15.298604
2070 Variant 18.779873
764 Control 15.613744
2432 Variant 18.882233
1589 Variant 24.783419
2213 Variant 26.098678
1619 Variant 26.652304
2205 Variant 20.464655
1857 Variant 15.405835
1485 Control 16.178989
680 Control 16.621122
513 Control 10.793889
845 Control 27.770176
1685 Variant 25.134708
792 Control 21.525686
2543 Variant 22.667036
2099 Variant 21.684371
366 Control 20.397484
2 Control 20.164101
2232 Variant 28.012908
2086 Variant 13.173486
185 Control 10.730971
170 Control 15.914599
73 Control 27.191198
1489 Control 28.152592
538 Control 14.869612
391 Control 23.938994
1974 Variant 34.648275
825 Control 18.300798
320 Control 23.191262
2357 Variant 24.904038
492 Control 25.104846
2130 Variant 25.198929
2262 Variant 12.282867
1521 Variant 18.992174
2523 Variant 22.267662
998 Control 16.857391
649 Control 19.243008
454 Control 16.795122
2354 Variant 27.090668
2599 Variant 16.097718
1813 Variant 16.991669
1567 Variant 24.413691
1280 Control 25.98423
1416 Control 18.800715
709 Control 26.467184
700 Control 18.879808
255 Control 24.878913
890 Control 18.105908
2071 Variant 18.410194
988 Control 26.749522
2273 Variant 30.652911
942 Control 25.338752
125 Control 23.906509
868 Control 9.774087
2199 Variant 12.59241
432 Control 19.455732
2554 Variant 20.213694
2581 Variant 12.802519
2506 Variant 14.029923
773 Control 20.059143
1184 Control 8.833096
1701 Variant 22.366691
661 Control 14.730779
953 Control 25.087078
25 Control 12.746607
5 Control 20.010328
1887 Variant 8.275306
1523 Variant 22.00368
1530 Variant 15.03656
790 Control 20.166349
2025 Variant 29.801929
937 Control 15.473792
1038 Control 23.876119
1414 Control 19.67498
9 Control 23.002493
1997 Variant 22.624472
2284 Variant 16.355395
2312 Variant 22.862798
116 Control 20.111224
874 Control 15.360921
294 Control 17.898668
1342 Control 22.248139
847 Control 11.456852
1010 Control 16.349871
1351 Control 12.526981
2122 Variant 21.220447
1539 Variant 12.712138
1002 Control 25.676587
1164 Control 20.784289
853 Control 17.537396
1423 Control 30.05201
82 Control 22.077513
2095 Variant 27.812461
318 Control 16.189877
1809 Variant 16.267813
1560 Variant 19.962939
588 Control 28.269748
745 Control 16.915374
1762 Variant 20.961003
657 Control 16.966591
137 Control 13.317397
2283 Variant 22.8638
1305 Control 18.270398
1415 Control 14.065716
299 Control 16.987447
737 Control 17.360231
2471 Variant 30.401932
1843 Variant 21.736469
1823 Variant 29.32054
866 Control 12.806061
688 Control 25.607784
2441 Variant 22.085741
832 Control 20.275234
392 Control 15.574775
803 Control 22.187359
1255 Control 11.947549
520 Control 13.586947
319 Control 21.521536
49 Control 17.376977
173 Control 24.770576
1396 Control 12.237544
1407 Control 24.130898
2185 Variant 22.591683
1688 Variant 16.383414
2140 Variant 27.358941
1166 Control 21.651315
909 Control 21.414779
1719 Variant 14.50655
190 Control 21.367194
1884 Variant 28.167533
1098 Control 27.363995
2413 Variant 19.046474
1781 Variant 20.45906
2183 Variant 15.102521
857 Control 21.730607
1161 Control 20.478602
1420 Control 22.404199
1983 Variant 19.505142
1536 Variant 18.078507
918 Control 20.702827
2136 Variant 21.379472
144 Control 13.782412
184 Control 20.5828
1603 Variant 23.1844
2197 Variant 24.615335
886 Control 13.913404
214 Control 22.377298
225 Control 20.11389
461 Control 18.274325
1030 Control 28.77602
1967 Variant 15.295861
2139 Variant 10.652381
508 Control 26.566295
1886 Variant 18.87554
1241 Control 20.986038
268 Control 17.48379
2110 Variant 20.47076
1989 Variant 10.977031
828 Control 15.177654
1582 Variant 13.598883
932 Control 19.339729
1649 Variant 24.052307
355 Control 20.362538
1885 Variant 24.358932
1121 Control 13.592347
1349 Control 25.411534
1418 Control 21.279078
178 Control 13.376793
550 Control 23.998449
914 Control 18.07254
1149 Control 20.756305
2253 Variant 24.920143
1411 Control 21.089265
1478 Control 27.183598
498 Control 13.567415
2115 Variant 21.08545
1513 Variant 16.748508
717 Control 13.374162
1577 Variant 25.077211
2123 Variant 19.437735
1252 Control 19.771888
1279 Control 21.528375
44 Control 11.458304
1116 Control 23.581098
1670 Variant 22.436743
1125 Control 21.611572
843 Control 16.239879
243 Control 20.096807
1210 Control 16.897728
1791 Variant 18.74314
375 Control 14.05125
2550 Variant 26.997902
1212 Control 20.30349
1642 Variant 22.766933
1216 Control 20.361773
1097 Control 18.641714
2276 Variant 23.548826
2520 Variant 30.644363
910 Control 27.593986
1704 Variant 9.218256
1851 Variant 25.890559
1922 Variant 2.551624
1301 Control 14.27726
2545 Variant 25.720454
384 Control 4.587476
105 Control 17.152639
2577 Variant 23.014388
2519 Variant 17.54455
1815 Variant 18.571229
2218 Variant 15.862154
1156 Control 13.140637
1800 Variant 25.372631
282 Control 11.156141
202 Control 12.792281
401 Control 23.938427
306 Control 19.647724
29 Control 17.917628
960 Control 22.485259
1801 Variant 30.961802
1390 Control 13.715747
60 Control 18.155908
950 Control 29.009889
80 Control 23.273529
2491 Variant 23.191999
1429 Control 19.194776
172 Control 19.545094
114 Control 13.83238
1776 Variant 15.834812
670 Control 14.486211
2336 Variant 13.815328
630 Control 18.811729
633 Control 19.286295
2570 Variant 26.517774
934 Control 28.623229
1876 Variant 23.287423
1231 Control 17.704205
146 Control 18.633086
875 Control 18.392992
1956 Variant 15.370514
1433 Control 14.645867
455 Control 23.409299
876 Control 17.528921
2510 Variant 25.276406
1320 Control 15.540199
1723 Variant 17.86843
2397 Variant 18.478219
104 Control 22.431676
1273 Control 11.547196
1654 Variant 15.493252
1484 Control 23.864598
1066 Control 25.869054
542 Control 24.729244
1093 Control 24.461297
1194 Control 14.891991
893 Control 23.456783
1062 Control 25.108115
97 Control 24.345197
165 Control 25.561452
2488 Variant 18.266208
457 Control 5.880847
209 Control 19.139084
1803 Variant 20.634742
1911 Variant 20.741802
2169 Variant 26.055263
67 Control 14.749916
422 Control 21.474069
925 Control 16.736702
1675 Variant 22.548679
1322 Control 23.721837
1243 Control 18.834982
1888 Variant 23.146243
1177 Control 12.277069
1490 Control 17.204015
945 Control 23.683448
1237 Control 14.169344
1082 Control 13.74794
1627 Variant 21.674019
1581 Variant 13.347391
1748 Variant 16.083791
1077 Control 23.413183
368 Control 17.183536
470 Control 22.728023
816 Control 23.801322
2111 Variant 22.934158
1641 Variant 26.214908
1936 Variant 24.365702
2459 Variant 24.677604
562 Control 19.080949
1643 Variant 12.154529
1673 Variant 16.965489
1449 Control 23.082497
2489 Variant 17.286655
1017 Control 10.20318
810 Control 19.360746
823 Control 9.321035
1311 Control 23.003155
699 Control 17.516765
1298 Control 10.726586
2251 Variant 21.281369
1363 Control 11.933321
1503 Variant 20.954988
2298 Variant 27.428324
1379 Control 19.047099
880 Control 17.080569
2589 Variant 24.516479
1728 Variant 20.060241
2594 Variant 6.669436
978 Control 25.338563
2039 Variant 11.522972
2254 Variant 19.803082
464 Control 23.62491
118 Control 16.759474
100 Control 15.67755
2483 Variant 16.441958
2020 Variant 10.72486
2452 Variant 23.244557
1526 Variant 20.107489
1442 Control 22.14362
1969 Variant 25.213729
424 Control 14.424162
749 Control 13.351092
1091 Control 20.673261
1583 Variant 22.72659
1899 Variant 23.024413
861 Control 23.419457
211 Control 18.415673
871 Control 16.799311
197 Control 23.182064
2584 Variant 13.357503
1871 Variant 30.413206
1277 Control 13.606318
372 Control 20.609993
1130 Control 21.607731
130 Control 16.91539
252 Control 19.073197
1404 Control 15.369078
1951 Variant 18.580961
493 Control 17.52069
2265 Variant 11.064066
2206 Variant 7.406787
678 Control 20.208949
2346 Variant 20.036176
1053 Control 23.829636
590 Control 19.878738
2090 Variant 17.74354
2387 Variant 24.427679
1071 Control 17.887517
930 Control 20.96825
1598 Variant 22.838602
1982 Variant 10.859313
1767 Variant 25.67782
188 Control 18.708418
884 Control 23.603234
1687 Variant 15.859184
1317 Control 27.496028
442 Control 30.909798
927 Control 20.170067
2203 Variant 10.972216
272 Control 22.497514
1799 Variant 22.32989
2149 Variant 14.10224
2490 Variant 19.342018
199 Control 20.735329
1368 Control 23.159845
2393 Variant 18.81212
1522 Variant 8.862038
1880 Variant 15.75415
898 Control 13.678104
1376 Control 18.865534
531 Control 21.278523
1102 Control 18.901553
216 Control 17.038042
2060 Variant 16.898966
2093 Variant 24.753173
2481 Variant 9.4436
1910 Variant 10.014383
1510 Variant 23.981498
1808 Variant 18.550199
57 Control 22.508121
1162 Control 18.731114
2008 Variant 19.206898
290 Control 22.460722
2055 Variant 20.82584
644 Control 17.672284
2227 Variant 20.77067
15 Control 12.733793
1395 Control 23.33792
2504 Variant 17.808017
1198 Control 29.614454
938 Control 17.068648
2002 Variant 15.718378
1402 Control 10.730026
1671 Variant 21.894525
1176 Control 29.109218
20 Control 28.253498
322 Control 15.456871
2458 Variant 9.458769
2378 Variant 23.284405
233 Control 20.485098
228 Control 19.751639
2469 Variant 13.046865
1793 Variant 21.699452
1578 Variant 20.248931
1703 Variant 3.976628
742 Control 24.48856
1499 Control 18.902036
90 Control 22.743726
1366 Control 14.933265
50 Control 29.560094
2278 Variant 25.009813
217 Control 20.195843
2588 Variant 27.351222
1980 Variant 13.991452
1506 Variant 16.454246
2209 Variant 24.07643
1136 Control 25.767268
501 Control 10.618367
41 Control 19.100068
152 Control 19.030718
2220 Variant 8.179096
838 Control 20.168217
259 Control 23.14184
1074 Control 25.832896
1019 Control 24.399693
2399 Variant 18.03578
1659 Variant 24.277981
134 Control 14.610076
1729 Variant 27.805003
587 Control 25.866318
1022 Control 22.082038
308 Control 13.751432
2338 Variant 21.933032
2400 Variant 22.544509
2493 Variant 14.646703
2216 Variant 30.830407
2044 Variant 10.526065
829 Control 12.866173
1764 Variant 19.794937
713 Control 30.82136
1467 Control 15.675126
195 Control 30.318978
1873 Variant 10.689178
2016 Variant 24.304632
2182 Variant 12.071236
1090 Control 24.741054
1447 Control 20.837497
168 Control 14.645537
93 Control 19.621683
1644 Variant 25.997428
1133 Control 21.250931
772 Control 19.47813
2255 Variant 21.187053
33 Control 22.677147
2479 Variant 16.382894
474 Control 14.102977
397 Control 22.449111
1957 Variant 21.099208
2305 Variant 13.741177
369 Control 8.931651
2186 Variant 15.878614
565 Control 22.375606
1103 Control 3.722424
1942 Variant 14.800009
2047 Variant 23.375241
1691 Variant 19.248703
2245 Variant 23.737848
1765 Variant 22.967905
716 Control 17.630508
2249 Variant 11.93842
1689 Variant 20.262571
2311 Variant 17.274547
2287 Variant 27.044624
429 Control 18.112905
794 Control 18.351486
2289 Variant 15.574878
1452 Control 17.347994
1238 Control 27.45214
820 Control 19.029193
1325 Control 11.216454
302 Control 12.058758
1512 Variant 20.953515
1931 Variant 24.407789
1836 Variant 22.003587
1611 Variant 21.860845
851 Control 21.294953
160 Control 15.353381
1626 Variant 23.167516
1971 Variant 12.179769
2585 Variant 20.813287
2231 Variant 20.592181
2087 Variant 22.479397
449 Control 6.026076
1380 Control 16.813766
2268 Variant 17.680754
2524 Variant 28.32865
1068 Control 26.373311
1011 Control 19.432626
1109 Control 18.534466
814 Control 21.168131
226 Control 23.414145
1250 Control 24.39068
163 Control 12.513632
444 Control 22.672241
640 Control 21.118041
2219 Variant 23.151122
1153 Control 20.962278
1207 Control 17.277702
430 Control 16.41431
1181 Control 22.178931
735 Control 24.335145
1137 Control 26.0693
2163 Variant 20.833715
1005 Control 27.72519
2419 Variant 12.277669
321 Control 21.108409
604 Control 22.315539
1469 Control 22.113327
128 Control 24.821002
636 Control 17.151226
108 Control 28.58865
1249 Control 29.311716
986 Control 27.025021
279 Control 24.51703
2315 Variant 21.834823
1934 Variant 13.41429
1820 Variant 12.083556
655 Control 20.509524
347 Control 23.859887
138 Control 10.24011
1143 Control 15.137889
1854 Variant 10.139409
1037 Control 14.520587
1294 Control 20.492663
669 Control 12.542364
902 Control 16.362898
2362 Variant 20.06566
2303 Variant 31.785609
913 Control 24.012688
2153 Variant 6.097243
1247 Control 17.596509
2389 Variant 22.598907
120 Control 18.048068
1586 Variant 19.612779
834 Control 16.578354
2210 Variant 22.623832
1373 Control 19.121041
37 Control 27.309878
417 Control 16.932382
2422 Variant 30.447263
1246 Control 18.158196
2208 Variant 20.39866
1063 Control 14.520108
1244 Control 16.500339
245 Control 14.135417
2119 Variant 26.656297
2501 Variant 16.150729
1847 Variant 15.574166
1148 Control 19.201448
1295 Control 28.175762
240 Control 19.336062
1006 Control 16.655367
1327 Control 17.784282
2029 Variant 21.947527
1865 Variant 19.150717
1629 Variant 22.57741
193 Control 15.963012
1029 Control 24.429401
1726 Variant 22.469467
346 Control 22.104005
1112 Control 21.784079
2079 Variant 23.54291
1286 Control 14.973441
35 Control 16.689203
631 Control 19.607199
1721 Variant 13.570453
1314 Control 18.750462
3 Control 22.037581
277 Control 17.871028
2129 Variant 7.903458
848 Control 23.500337
1632 Variant 18.229532
1394 Control 17.396928
205 Control 23.942523
1547 Variant 17.792054
1618 Variant 35.252895
1056 Control 20.203855
2316 Variant 16.476854
1895 Variant 22.127227
1542 Variant 18.251965
1152 Control 18.907811
679 Control 22.325253
1727 Variant 16.953475
1058 Control 14.339743
2575 Variant 23.200413
627 Control 21.929004
2082 Variant 7.678124
1284 Control 11.302763
579 Control 16.437361
2250 Variant 25.345729
2337 Variant 25.922302
418 Control 22.441411
2221 Variant 18.751743
448 Control 25.300628
207 Control 24.053841
2359 Variant 21.938306
879 Control 15.907387
981 Control 19.2482
1576 Variant 22.407437
654 Control 28.059724
2367 Variant 29.081619
1339 Control 14.179633
2398 Variant 13.107496
2133 Variant 18.757187
1319 Control 21.010287
1099 Control 27.805355
976 Control 15.257162
811 Control 19.276442
597 Control 21.689651
1879 Variant 34.13947
595 Control 15.148171
1266 Control 24.113236
2353 Variant 24.95001
824 Control 18.045205
1142 Control 24.793372
1356 Control 16.345001
1770 Variant 17.283593
1033 Control 18.823908
1604 Variant 18.062322
526 Control 26.61988
2019 Variant 22.062333
2264 Variant 22.989698
2342 Variant 24.257071
1178 Control 30.1423
1377 Control 18.457924
2181 Variant 21.640647
1585 Variant 22.07697
1988 Variant 26.473686
723 Control 20.541346
1639 Variant 30.534099
758 Control 17.450436
1052 Control 15.058062
2335 Variant 17.253879
1840 Variant 20.134147
2380 Variant 19.893352
198 Control 24.694259
1028 Control 22.367828
1935 Variant 14.721692
1717 Variant 7.154182
2415 Variant 18.166465
2108 Variant 17.992881
1335 Control 28.173751
2308 Variant 9.570325
2033 Variant 24.837771
2052 Variant 26.864736
1926 Variant 27.496208
2403 Variant 26.946306
766 Control 28.04316
1746 Variant 18.07117
2322 Variant 26.526361
1008 Control 22.133672
2517 Variant 30.520833
622 Control 24.016031
2074 Variant 25.076914
2161 Variant 17.665851
1950 Variant 19.157909
2431 Variant 17.540374
897 Control 14.769635
2329 Variant 18.022179
1186 Control 21.158883
2348 Variant 30.070565
752 Control 18.694137
2361 Variant 17.36549
1779 Variant 26.493432
1718 Variant 33.363514
1679 Variant 24.172967
2178 Variant 29.596876
2170 Variant 21.435312
439 Control 18.006534
714 Control 23.168926
2229 Variant 18.970401
1529 Variant 17.38853
541 Control 19.343801
1962 Variant 21.676382
1035 Control 23.189186
512 Control 13.590209
1504 Variant 25.607769
666 Control 21.820645
1085 Control 19.733728
1828 Variant 15.251378
1608 Variant 24.172859
691 Control 17.785466
2402 Variant 12.517298
726 Control 17.953042
1455 Control 17.279241
2565 Variant 35.104252
2424 Variant 29.507391
916 Control 13.828175
2026 Variant 10.525415
1600 Variant 21.37413
2014 Variant 18.048956
1048 Control 13.771954
337 Control 12.793963
2418 Variant 19.099675
472 Control 16.891052
1806 Variant 20.980992
34 Control 9.677926
1114 Control 20.553532
2356 Variant 18.742367
798 Control 17.945398
1520 Variant 14.030622
2536 Variant 23.334847
1551 Variant 19.746896
1223 Control 13.235279
12 Control 22.526497
2345 Variant 23.01184
1755 Variant 14.553672
2540 Variant 22.632427
528 Control 21.27714
1412 Control 24.998919
877 Control 26.949871
2285 Variant 13.233657
1340 Control 26.031104
1716 Variant 13.778432
2188 Variant 14.652589
1310 Control 18.28424
1674 Variant 12.48744
1859 Variant 26.290501
2300 Variant 20.855717
1548 Variant 24.05338
227 Control 16.298522
970 Control 18.055729
611 Control 25.624773
1297 Control 15.393019
818 Control 24.067978
1902 Variant 18.799511
124 Control 19.620931
2211 Variant 26.701528
1798 Variant 15.330325
156 Control 12.218562
2167 Variant 24.846715
2075 Variant 30.050151
2240 Variant 26.484184
1233 Control 17.484856
2408 Variant 27.180028
1397 Control 14.101871
224 Control 14.799345
719 Control 27.501594
2146 Variant 18.572041
1321 Control 21.686893
769 Control 13.543132
1562 Variant 12.303849
1389 Control 21.62418
2097 Variant 26.793169
278 Control 8.474084
1558 Variant 6.532697
2326 Variant 28.163036
1822 Variant 21.292734
16 Control 22.772902
313 Control 21.548446
437 Control 21.745542
2120 Variant 26.64057
755 Control 27.393363
1904 Variant 15.317962
2314 Variant 19.96887
1226 Control 22.119801
74 Control 27.516593
467 Control 15.819138
581 Control 17.50888
1400 Control 22.738218
126 Control 22.443127
1826 Variant 7.673245
99 Control 17.640367
2500 Variant 18.507862
1959 Variant 16.553877
438 Control 21.568243
2222 Variant 5.812484
2596 Variant 22.805029
784 Control 16.37265
1272 Control 23.003487
285 Control 19.554677
2143 Variant 23.668132
1228 Control 23.578642
2319 Variant 19.370469
1438 Control 12.928208
2031 Variant 20.874651
1590 Variant 13.619375
2012 Variant 11.654684
2425 Variant 17.754037
1534 Variant 11.378269
171 Control 20.961538
547 Control 20.816125
506 Control 13.505851
1508 Variant 28.548828
2053 Variant 12.321296
31 Control 25.362351
1347 Control 18.295785
250 Control 19.165251
1667 Variant 20.447513
819 Control 19.34677
2089 Variant 21.476836
48 Control 21.347058
111 Control 21.499042
458 Control 18.44775
2241 Variant 28.752183
2088 Variant 18.637456
1464 Control 31.528545
1635 Variant 25.021801
612 Control 18.871468
43 Control 16.235814
2114 Variant 16.024099
2200 Variant 10.528396
2157 Variant 25.0483
672 Control 21.555054
881 Control 25.994701
1316 Control 14.22002
850 Control 17.273305
1631 Variant 21.202388
1232 Control 24.97749
1158 Control 16.565112
711 Control 15.666401
1664 Variant 18.548834
489 Control 20.771725
2084 Variant 34.50395
1308 Control 23.777556
1602 Variant 22.093074
1773 Variant 22.563593
781 Control 15.74883
2187 Variant 12.259068
32 Control 11.744622
2062 Variant 18.778146
1398 Control 17.317593
586 Control 17.224385
2288 Variant 27.819761
1440 Control 6.581891
1337 Control 18.326504
1043 Control 20.311017
959 Control 17.177123
200 Control 11.583016
1245 Control 27.649975
382 Control 18.456979
1807 Variant 18.663041
882 Control 22.262137
567 Control 23.290104
1459 Control 30.164612
2042 Variant 16.111475
1462 Control 21.88057
537 Control 20.199649
502 Control 22.389628
344 Control 14.381338
2495 Variant 20.252373
2363 Variant 21.670506
1860 Variant 26.590918
572 Control 20.3957
2239 Variant 22.587252
287 Control 14.492502
2375 Variant 34.261113
2466 Variant 23.504789
2058 Variant 15.328794
1987 Variant 26.41259
1834 Variant 13.436435
1072 Control 15.856991
373 Control 28.895131
428 Control 16.588138
2233 Variant 30.485825
1596 Variant 24.081057
815 Control 16.237944
70 Control 27.488196
929 Control 20.915198
1594 Variant 8.506015
748 Control 18.135868
1788 Variant 24.563534
966 Control 23.447497
1711 Variant 15.997088
1916 Variant 22.294231
1445 Control 20.558135
2215 Variant 33.503923
1064 Control 17.977812
1381 Control 10.879109
2154 Variant 29.573122
517 Control 13.508956
1253 Control 22.552253
1518 Variant 19.453289
229 Control 23.592784
534 Control 20.878278
2175 Variant 23.841928
360 Control 23.133146
2372 Variant 18.059531
801 Control 17.672323
1941 Variant 16.171166
1364 Control 14.039638
2077 Variant 21.996084
543 Control 12.77786
265 Control 20.312882
1466 Control 16.925199
312 Control 26.731446
1516 Variant 23.66675
821 Control 14.204146
1792 Variant 19.407068
1049 Control 15.863076
1362 Control 20.214628
1259 Control 18.048419
1254 Control 24.392337
2539 Variant 17.300356
2561 Variant 4.408758
2529 Variant 9.611001
6 Control 19.995548
2440 Variant 35.075799
1607 Variant 27.321361
1850 Variant 17.442132
1580 Variant 10.864438
36 Control 13.978901
1471 Control 18.896187
